,Title,Author,,Price,Star Rating
1094,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
1095,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
1096,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1097,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1098,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1099,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1100,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
1101,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1102,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1103,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1104,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1105,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1106,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
1107,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1108,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1109,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1110,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
1111,"The Cybersecurity Bible: [5 in 1] The All-In-One Guide to Detect, Prevent, and Manage Cyber Threats. Includes Hands-On Exercises to Become an Expert and Lead Your (First) Security Team",Rick C. Worley,12 Feb 2024,£15.58,4.8 out of 5 stars
1112,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
1113,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
1114,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
1115,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
1116,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
1117,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
1118,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1119,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1120,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1121,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1122,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
1123,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1124,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1125,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1126,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1127,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1128,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
1129,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1130,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1131,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1132,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
1133,"The Cybersecurity Bible: [5 in 1] The All-In-One Guide to Detect, Prevent, and Manage Cyber Threats. Includes Hands-On Exercises to Become an Expert and Lead Your (First) Security Team",Rick C. Worley,12 Feb 2024,£15.58,4.8 out of 5 stars
1134,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
1135,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
1136,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
1137,Towards a New Understanding of Masculine Habitus and Women and Leadership in Public Relations (Routledge New Directions in PR & Communication Research),Martina Topić,30 Sept 2022,£35.09,4.8 out of 5 stars
1138,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1139,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1140,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1141,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1142,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1143,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1144,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1145,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1146,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1147,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1148,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1149,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
1150,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
1151,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
1152,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
1153,Towards a New Understanding of Masculine Habitus and Women and Leadership in Public Relations (Routledge New Directions in PR & Communication Research),Martina Topić,30 Sept 2022,£35.09,4.8 out of 5 stars
1154,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
1155,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
1156,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1157,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1158,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1159,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1160,The Kubernetes Book,Nigel Poulton,20 Jun 2023,£42.99,4.5 out of 5 stars
1161,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
1162,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1163,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1164,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1165,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1166,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1167,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1168,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1169,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1170,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
1171,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
1172,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
1173,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
1174,The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,Hardcover,No Date Found,£0.00,4.5 out of 5 stars
1175,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
1176,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
1177,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
1178,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1179,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1180,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1181,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1182,The Kubernetes Book,Nigel Poulton,20 Jun 2023,£42.99,4.5 out of 5 stars
1183,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
1184,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1185,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1186,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1187,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1188,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1189,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1190,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1191,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1192,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
1193,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
1194,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
1195,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
1196,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
1197,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
1198,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1199,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1200,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1201,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1202,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1203,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1204,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1205,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1206,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1207,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1208,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1209,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
1210,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
1211,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
1212,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
1213,Towards a New Understanding of Masculine Habitus and Women and Leadership in Public Relations (Routledge New Directions in PR & Communication Research),Martina Topić,30 Sept 2022,£35.09,4.8 out of 5 stars
1214,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1215,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1216,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1217,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1218,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1219,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1220,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1221,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1222,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1223,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1224,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1225,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
1226,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
1227,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
1228,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
1229,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
1230,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
1231,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
1232,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1233,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1234,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1235,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1236,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
1237,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1238,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1239,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1240,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1241,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1242,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
1243,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1244,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1245,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
1246,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
1247,"The Cybersecurity Bible: [5 in 1] The All-In-One Guide to Detect, Prevent, and Manage Cyber Threats. Includes Hands-On Exercises to Become an Expert and Lead Your (First) Security Team",Rick C. Worley,12 Feb 2024,£15.58,4.8 out of 5 stars
1248,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
1249,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
1250,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
1251,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
1252,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
1253,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
1254,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
1255,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
1256,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
1257,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
1258,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
1259,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
1260,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
1261,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
1262,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
